raw_comment,normalize_comment,emoji_decode
"Đã mua 2 lần, hàng rất đẹp, giá phù cả phù hợp. Mặc vừa vặn thoải mái.. Shop vẫn chuyên nghiệp. Hàng đóng gói chắc chắn, lịch sự...sẽ tiếp tục ủng hộ tiếp...😁😁😁",mua lần hàng rất đẹp giá phù cả phù hợp mặc vừa vặn thoải mái vẫn chuyên nghiệp hàng đóng gói chắc chắn lịch sự sẽ tiếp tục ủng hộ tiếp,grin grin grin
"Chất nóng , giao hàng hơi lâu , ship nhiệt tình , cũng kh mong ngóng điều rì về chất áo lắm 👌",chất nóng giao hàng hơi lâu ship nhiệt tình cũng không mong ngóng điều rì về chất áo lắm,ok_hand
Uy tính nên cứ yên tâm đặc hàng ❤️,uy tính nên cứ yên tâm đặc hàng,heart
Quần vừa form mặc rất thoải mái 🥰,quần vừa form mặc rất thoải mái,smiling_face_with_three_hearts
"Áo rẻ, vải cũng được, nhiều chỉ thừa, ra màu cực nhiều 😞 đặt size M mà shop giao size L. Hơi rộng mà thôi lười đổi nên mặc tạm",áo rẻ vải cũng được nhiều chỉ thừa ra màu cực nhiều đặt size mà giao size l hơi rộng mà lười đổi nên mặc tạm,disappointed
"Vải đẹp chất lượng cao
giao hàng nhanh
Mặc giữ nhiệt tốt 
Chủ shop nhiệt tình 
👍👍👍👍",vải đẹp chất lượng cao giao hàng nhanh mặc giữ nhiệt tốt chủ nhiệt tình,thumbsup thumbsup thumbsup thumbsup
Hàng k như mong đợi cho lắm.🥺,hàng không như mong đợi cho lắm,pleading_face
"Bất ngờ khi nhận được hàng, quần áo dày dặn cầm thích tay. Form đẹp, nói chung rất chim ưng nhé! Shop tư vấn nhiệt tình, rep tin nhắn rất nhanh.❤️ 10 điểm",bất ngờ nhận được hàng quần áo dày dặn cầm thích tay form đẹp nói chung rất chim ưng nhé tư vấn nhiệt tình rep tin nhắn rất nhanh điểm,heart
"Shop giao sản phẩm nhanh, chất lượng như giá thành 👍👍👍👍👍👍👍👍👍👍👍👍👍👍",giao sản phẩm nhanh chất lượng như giá thành,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
Chất oki tuy nhiên màu không giống so với hình ạ. Màu mặc lên như bộ đội :)))) 😻😻😻😻 may là mua cho chồng đi làm công trình thôi chứ ko mặc đi chơi đc :(,chất tuy nhiên màu không giống so hình màu mặc lên như bộ đội may là mua cho chồng đi làm công trình chứ không mặc đi chơi được,heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat
"Đẹp kinh khủng luôn , đúng đắn khi chọn shop, shop rất nhiệt tình và chất lượng hàng thì k phải bàn luôn , đẹp mê ly 😂😍😍😍",đẹp kinh khủng luôn đúng đắn chọn shop rất nhiệt tình chất lượng hàng không phải bàn luôn đẹp mê ly,heart_eyes heart_eyes heart_eyes joy
"Mình mua cho người yêu, lên form chuẩn, đẹp trai 😌, vải ok.",mua cho người yêu lên form chuẩn đẹp trai vải ok,relieved
"Ví đẹp và chất lượng sẽ ủng hộ shop dài dài kkkk
Giao hàng nhanh giáo hợp lí @@@@có hộp rất sang trọng , nên mua nha mn❤️",ví đẹp chất lượng sẽ ủng hộ dài dài không giao hàng nhanh giáo hợp lí có hộp rất sang trọng nên mua mọi người,heart
"Sp shop giao đúng như mình đặt , nhưng shop trc khi giao làm ơn nói nhân viên của shop kiểm hàng lại , mình mua 3 áo , trong đó 1 áo bị rách đuờng chỉ bên nách , mặc đi sinh nhật bạn bè chỉ chỗ rách quê ơi là quê 😡",sản phẩm giao đúng như đặt nhưng giao làm ơn nói nhân viên của kiểm hàng mua áo trong áo rách chỉ bên nách mặc đi sinh nhật bạn bè chỉ chỗ rách quê ơi là quê,pout
Áo sai màu 🙁,áo sai màu,slightly_frowning_face
"Giá cả sản phẩm ok, giao hàng nhanh. Màu nâu tây cần sang tay😁👍",giá cả sản phẩm ok giao hàng nhanh màu nâu tây cần sang tay,thumbsup grin
Tất thì oke nhưng chừ sao thì shop là ăn quá kém =))) mua cùng áo nhưng giao sai sz áo. Nếu áo k còn sz M thì ít ra shop cx phải nói e với khách 1 câu chưa đừng cái kieue làm ăn dối trá như vậy 🙂🙂🙂,tất ok nhưng chừ là ăn quá kém mua cùng áo nhưng giao sai size áo nếu áo không còn size ít ra cũng phải nói e khách câu chưa đừng cái làm ăn dối trá như,slightly_smiling_face slightly_smiling_face slightly_smiling_face
"Len mỏng, hàng xưởng VN nên đường may xấu, còn chẳng đẹp bằng hàng chợ xanh nữa 😀😀😀😀😀😀😀😀",len mỏng hàng xưởng nên đường may xấu còn chẳng đẹp bằng hàng chợ xanh,grinning grinning grinning grinning grinning grinning grinning grinning
Túi bị lỗi 🤷🏻‍♀️,túi lỗi,shrug female_sign
Túi xách đẹp lắm ạ. Chỉ tiếc là giao hàng hơi chậm nhưng không sao đẹp với shop rất tỉ mỉ ạ. Sẽ ủng hộ shop rất nhìu🙆🏼‍♀️🥰,túi xách đẹp lắm chỉ tiếc là giao hàng hơi chậm nhưng không đẹp rất tỉ mỉ sẽ ủng hộ rất nhìu,female_sign smiling_face_with_three_hearts ok_person
"Bình thường mình là người rất dễ tính nhưng mà shop làm mình rất bực mình😡
Mình đã liên hệ shop từ trước để nói ra vấn đề của mình là mình cần áo polo màu đỏ(vì khi mua trực tiếp tại shop mình có  thấy) nhưng khi giao lại là màu xanh mint 🙂.
 Mình có thể ok chấp nhận bỏ qua nếu shop cho 1 lời xin",bình thường là người rất dễ tính nhưng mà làm rất bực mình liên hệ từ trước nói ra vấn đề của là cần áo polo màu đỏ vì mua trực tiếp tại có thấy nhưng giao là màu xanh mint có thể ok chấp nhận bỏ qua nếu cho lời xin,slightly_smiling_face pout
"Áo đẹp hoàng tử sơ mi ạ 
Chất lượng cao 
Lần sau sẽ ủng hộ nhiều😍😍😍",áo đẹp hoàng tử sơ mi chất lượng cao lần sau sẽ ủng hộ nhiều,heart_eyes heart_eyes heart_eyes
"Quần rất đẹp,  chất vải cực tốt ,  sẽ ủng hộ shop dài dài 👍👍",quần rất đẹp chất vải cực tốt sẽ ủng hộ dài dài,thumbsup thumbsup
"Mọi người cứ đặt đi ạ, không ló chất lượng thấp đâu, đây không phải acc clone do bộ phận của shop đâu ❤️❤️",mọi người cứ đặt đi không ló chất lượng thấp đây không phải ac clone do bộ phận của,heart heart
Áo size XL bằng size L khá thất vọng về size áo của shop khi mình đặt lại sp khác thi giống như trước...nt thì rât lâu shop mới trl và cách trl thiếu thiện cảm🤬🤬🤬🤬🤬,áo size xl bằng size l khá thất vọng về size áo của đặt sản phẩm khác thi giống như trước lâu mới cách thiếu thiện cảm,cursing_face cursing_face cursing_face cursing_face cursing_face
"Đúng tiền nào của nấy. Mỏng, đường may xấu, bảo 2 mặt nhưng lớp bên trong mỏng hơn bên ngoài. Đặt 2c mà 1c bị hỏng đường khoá phía trên k kéo lên được. Báo shop ktra hàng trc khi gửi nhưng chắc s gửi luôn thì phải. Mua ol nhiều rồi mà lần này thất vọng thật sự.😐😌😌",đúng tiền nào của nấy mỏng đường may xấu bảo mặt nhưng lớp bên trong mỏng hơn bên ngoài đặt c mà c hỏng đường khoá phía trên không kéo lên được báo hàng gửi nhưng chắc s gửi luôn phải mua nhiều mà lần thất vọng thật sự,relieved relieved neutral_face
Nón đẹp rẻ có 1k chắc vậy nên a ship k lấy tiền mik lun🥰,nón đẹp rẻ có không chắc nên a ship không lấy tiền luôn,smiling_face_with_three_hearts
"quần mềm mịn 😘😘🙂🙂😅😆😅😅
deal 1k siêu chim ưng 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅",quần mềm mịn deal không siêu chim ưng,kissing_heart kissing_heart sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile sweat_smile slightly_smiling_face slightly_smiling_face satisfied
"Shop chu đáo cực kì luôn 🥰 Mình còn được tặng kèm vòng tay mua sale nên giá quá hợp lí, from to rộng dễ thương nè ! Sẽ ủng hộ shopp lại",chu đáo cực kì luôn còn được tặng kèm vòng tay mua sale nên giá quá hợp lí from to rộng dễ thương sẽ ủng hộ,smiling_face_with_three_hearts
"Kính đẹp, rẻ, hơi nhẹ tay, tròng kính to hơn mình tưởng, cơ mà vẫn xênh 👍 nên mua nhe mn",kính đẹp rẻ hơi nhẹ tay tròng kính to hơn tưởng cơ mà vẫn xênh nên mua nhe mọi người,thumbsup
Áo dày dặn. Mình 1m55 51kg mặc size L vừa như nha. Mua đợt flashsale nên rẻ hơn nữa neh. Nói chung là xinh xắn. Mỗi tội hướng dẫn sd bảo giặt tay. Mình đang hơi thắc mắc nếu giặt máy ko biết có sao ko 🤷‍♀️,áo dày dặn mình kg mặc size l vừa như mua đợt nên rẻ hơn nói chung là xinh xắn mỗi tội hướng dẫn sử dụng bảo giặt tay đang hơi thắc mắc nếu giặt máy không biết có không,woman_shrugging
"Đã mua bộ thứ 4, đồ vẫn đẹp như cũ, lên dáng xuất sắc, có chút chỉ thừa nhưng không đáng kể, với giá như này mà mua được set như vậy thì quá hời, dù tách lẻ quần với áo ra phối với đồ khác vẫn đẹp 😍",mua bộ thứ đồ vẫn đẹp như cũ lên dáng xuất sắc có chút chỉ thừa nhưng không đáng kể giá như mà mua được set như quá hời dù tách lẻ quần áo ra phối đồ khác vẫn đẹp,heart_eyes
"Hàng bị mất rùi, khi nào tìm đc em đánh giá lại. 😭😭😭😭😭😭😭😭😭😭😭😭😭",hàng mất rùi nào tìm được em đánh giá,sob sob sob sob sob sob sob sob sob sob sob sob sob
Quần bị dính vết ố vàng 😫😫😫😫😫😫😫,quần dính vết ố vàng,tired_face tired_face tired_face tired_face tired_face tired_face tired_face
"Giày đẹp
Phù hợp giá tiền
Đúng mẫu mã nc là sẽ ủng hộ shop nhiều 😍",giày đẹp phù hợp giá tiền đúng mẫu mã nói chuyện là sẽ ủng hộ nhiều,heart_eyes
"Giao hàng nhanh mình ở Hà Nội mà 2ngày nhận được rồi ,chất lượng cũng được ,lười không quay video nên đăng tạm😅....ggjjjsjsnsdndndndndndndhhshshssh  bsndndn",giao hàng nhanh ở hà nội mà ngày nhận được chất lượng cũng được lười không quay video nên đăng tạm,sweat_smile
"Váy xinh lắm, nhưng mà hơi rộng tại do mình đặt nhầm size. Giao hàng đúng ngày dự kiến, rất hài lòng❤️",váy xinh lắm nhưng mà hơi rộng tại do đặt nhầm size giao hàng đúng ngày dự kiến rất hài lòng,heart
"Áo cũng đc vải mát nhưng mỏng, với giá này thì hơi cao , ở sau áo còn bị hỏng 1 lổ nhỏ nữa 🤧",áo cũng được vải mát nhưng mỏng giá hơi cao ở sau áo còn hỏng lổ nhỏ,sneezing_face
"vận chuyển nhanh,vãi xấu tiền nào của đó. 🙂",vận chuyển nhanh vãi xấu tiền nào của,slightly_smiling_face
"Rất hài lòng👍🏿 tất không quá mỏng, ngắn chưa đến mắt cá......",rất hài lòng tất không quá mỏng ngắn chưa đến mắt cá,thumbsup
"Sp như mô tả , mn nên mua ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",sản phẩm như mô tả mọi người nên mua,heart heart heart heart heart heart heart heart heart heart heart heart heart heart heart heart heart heart
Màu khá tươi so với hình swatch nó cam tươi chứ kp cam cháy như mình nghĩ 😢😢😢😢,màu khá tươi so hình swatch cam tươi chứ cam cháy như nghĩ,cry cry cry cry
"Quần rất đẹp, đạt thêm cái nữa 😃😃😃😃😃",quần rất đẹp đạt thêm cái,smiley smiley smiley smiley smiley
Vải ok nhưng túi thì...😫😫,vải ok nhưng túi,tired_face tired_face
"Nhận được hàng rồi shop yêu ơi
Shop bán hàng đẹp rẻ nữa em sẽ hk bỏ shop âu ủng hộ shop hoài hoài luôn 😘☺️😊 m.n nên ủng hộ shop nha tv cũng dễ thương nữa ạ",nhận được hàng yêu ơi bán hàng đẹp rẻ em sẽ không bỏ âu ủng hộ hoài hoài luôn n nên ủng hộ cũng dễ thương,kissing_heart relaxed blush
"Xinh xẻooooo lắm mình toàn sài mấy kiểu này luôn ahihi 😗😗😗💗💗💗💗❤️❤️❤️❤️❤️ 
Mình làm idol có ai chơi bigo thì ghé phòng mình ủng hộ mình nhe thanks mọi người",xinh xẻo lắm toàn sài mấy kiểu luôn làm idol có ai chơi ghé phòng ủng hộ nhe thanks mọi người,heart heart heart heart heart heartpulse heartpulse heartpulse heartpulse kissing kissing kissing
"Hàng vượt mong đợi luôn♥️
Khuyên mn nên mua vì giá rất rẻ 
Rẻ rất nhiều so với hàng",hàng vượt mong đợi luôn khuyên mọi người nên mua vì giá rất rẻ rẻ rất nhiều so hàng,hearts
Bờm tóc xinh xẻo dễ dùng lắm nhé. Mua để đội khi mặc áo dài thì hết ý 😊😊😊😊,bờm tóc xinh xẻo dễ dùng lắm nhé mua đội mặc áo dài hết ý,blush blush blush blush
"Mình oder 1 đen, 1 trắng mà shop gửi 2 trắng. Chơi kì 😒😒😒",đen trắng mà gửi trắng chơi kì,unamused unamused unamused
Phần khoá chốt vừa mở đã hỏng 😑 đc cái mẫu mã cũng đẹp,phần khoá chốt vừa mở hỏng được cái mẫu mã cũng đẹp,expressionless
"Vải này thì vẫn còn đến 20% nilong chứ k phải cotton 100%, rất tiếc cổ áo mở ra bị vết ố vàng tẩy mãi ko sạch 😒
Chất áo có nilong nên mùa hè mặc sẽ bị nóng",vải vẫn còn đến chứ không phải rất tiếc cổ áo mở ra vết ố vàng tẩy mãi không sạch chất áo có nên mùa hè mặc sẽ nóng,unamused
"Không mua hối hận đừng kêu nhá haha, hàng đẹp, ngon, a chủ cũng ngon 😂",không mua hối hận đừng kêu nhá hàng đẹp ngon a chủ cũng ngon,joy
"Chất vải bằng nilon, hơi nóng chút, vải mỏng. Nhưng với số tiền này thì cx chấp nhận thôi 😗",chất vải bằng hơi nóng chút vải mỏng nhưng số tiền cũng chấp nhận,kissing
Kẹp tóc nhận dc chỉ bằng 1/2 như ảnh. Lần đầu mua sale của shop .....thất vọng😓,kẹp tóc nhận được chỉ bằng như ảnh lần đầu mua sale của thất vọng,sweat
Áo tuyệt đẹp nhe💋💋💋,áo tuyệt đẹp nhe,kiss kiss kiss
Vòng cổ siuuuu siuuu xinhhh luôn nè❤️❤️săn sale 4.4 đoá uiiiii mê luôn,vòng cổ siu siu xinh luôn săn sale đoá ui mê luôn,heart heart
"Sản phẩm tốt
Giao hàng nhanh
Hài lòng với chất lượng sản phẩm 👏🏻👏🏻👏🏻",sản phẩm tốt giao hàng nhanh hài lòng chất lượng sản phẩm,clap clap clap
"Hàng quốc tế nên ship lâu, kẹp vừa nhận đã bị bẩn, xước nhiều chỗ, sơn nhìn cũng không đều màu, hình như shop không check lại hàng trc khi gửi đi thì phải😢😢😢",hàng quốc tế nên ship lâu kẹp vừa nhận bẩn xước nhiều chỗ sơn nhìn cũng không đều màu hình như không check hàng gửi đi phải,cry cry cry
