raw_comment,normalize_comment,emoji_decode
"Chất lượng không như ảnh của shop. Da giả và bờ mặt da cũng không đẹp, keo còn bị hở. Cảm giác không chắc chắn và bền đc lâu đâu. Tổng kết là tạm thôi 
Mà mình rất khó chịu thái độ của shipper cọc cằng nói chuyện như chửi mắng mình vậy. Hàng shoppe k đc kiểm vậy hàng giá trị lớn sao
Sợ thật chứ",chất lượng không như ảnh của da giả bờ mặt da cũng không đẹp keo còn hở cảm giác không chắc chắn bền được lâu tổng kết là tạm mà rất khó chịu thái độ của cọc cằng nói chuyện như chửi mắng hàng không được kiểm hàng giá trị lớn sợ thật chứ,
Túi mình đặt màu đen mờ rõ ràng túi to mà khi nhận túi bé như này mình muốn đổi lấy túi to shop ơiii,túi đặt màu đen mờ rõ ràng túi to mà nhận túi bé như muốn đổi lấy túi to ơi,
Áo đẹp vải mát . tuy nhiên shop chuẩn bị hàng và giao hàng lâu quá .,áo đẹp vải mát tuy nhiên chuẩn hàng giao hàng lâu quá,
"Hàng i hình, săn sale nên k complain gì, cảm ơn shop, 5 sao ủng hộ",hàng i hình săn sale nên không complain gì cảm ơn ủng hộ,
"Tốt,gửi hàng nhanh như điện,lần trước mua thấy tốt nên lần này mua thêm.",tốt gửi hàng nhanh như điện lần trước mua thấy tốt nên lần mua thêm,
"Chả hiểu thiết kế kiểu j lại để 3 ngăn để thẻ thông nhau, ngăn để thẻ lại hơi bé để k vừa thẻ",chả hiểu thiết kế kiểu j ngăn thẻ thông nhau ngăn thẻ hơi bé không vừa thẻ,
Đẹp nha chất dày dặn nên mua nhaaaaaaaaaaaaaaaaaaaaaaaaaaa,đẹp chất dày dặn nên mua,
Mua cả nhẫn với vòng của shop rồi đều xinh lắmmmmmmmmmmmmmmm,mua cả nhẫn vòng của đều xinh lắm,
"giao hàng nhanh , may đẹp nhưng vải mỏng không có tác dụng mấy trong việc chống nắng",giao hàng nhanh may đẹp nhưng vải mỏng không có tác dụng mấy trong việc chống nắng,
"Shop đổi trả nhiệt tình, mình đặt lại 1 màu trắng và 1 hồng ruốc nhưng chỉ có vải màu hồng ruốc thì ok còn vải áo màu trắng thì mỏng như từ giấy. :((( tiếc hùng hụt 1 cái áo của mình.",đổi trả nhiệt tình đặt màu trắng hồng ruốc nhưng chỉ có vải màu hồng ruốc ok còn vải áo màu trắng mỏng như từ giấy tiếc hùng hụt cái áo của,
"Shop giao hàng nhanh, đóng gói cẩn thận, nhưng quần bị rách 1 lỗ nên mình chỉ cho 3 sao thôi.",giao hàng nhanh đóng gói cẩn thận nhưng quần rách lỗ nên chỉ cho,
Kính đẹp lắm nha. Giao đủ hàng... sẽ ủng hộ shop nhiều hơn.....,kính đẹp lắm giao đủ hàng sẽ ủng hộ nhiều hơn,
Có cái túi là ko ưng lắm neva die thành die die là lỗi lắm luôn nha,có cái túi là không ưng lắm die thành die die là lỗi lắm luôn,
Áo rất đẹp đóng gói cẩn thận sẽ ủng hộ shop dài dài mong shop ra thêm nhiều mẫu áo vs quần mới,áo rất đẹp đóng gói cẩn thận sẽ ủng hộ dài dài mong ra thêm nhiều mẫu áo quần mới,
"Tạm. Mn nên cân nhắc, mình thấy nhiều Shop khác OK hơn",tạm mọi người nên cân nhắc thấy nhiều khác ok hơn,
"Đặt màu trắng sữa thì giao màu trắng. Mổ tả màu khác thực tế. Áo k dày lắm, không có size, không có mác luôn. Với 92k thì xứng đáng có sp tốt hơn",đặt màu trắng sữa giao màu trắng mổ tả màu khác thực tế áo không dày lắm không có size không có mác luôn không xứng đáng có sản phẩm tốt hơn,
Hàng đúng như mô tả . Dây chuyền rất xinh . Shop đóng gói cẩn thận .,hàng đúng như mô tả dây chuyền rất xinh đóng gói cẩn thận,
"Shop giao hàng nhanh. Túi đẹp, dày dặn nhưng hơi bé ạ. K đựng được nhiều quần áo. Vẫn cho shop 5 sao về chất lượng nhé.",giao hàng nhanh túi đẹp dày dặn nhưng hơi bé không đựng được nhiều quần áo vẫn cho về chất lượng nhé,
"Hàng quốc tế nên giao lâu thực sự, phần xích bên ngoài nhìn hơi to nên thô",hàng quốc tế nên giao lâu thực sự phần xích bên ngoài nhìn hơi to nên thô,
N m m k kbkbkbjvkcjcjvjvjgigigigugigivivuguvivugucjvjvjvjjvvj,n mình không,
"Size mô tả không đúng, các bạn đặt lên 2 size mới vừa",size mô tả không đúng các bạn đặt lên size mới vừa,
"Áo mỏng, size XL như size M, mình 45kg mặc vừa :))jdndjdkkskd",áo mỏng size xl như size mình kg mặc vừa,
"Nhờ vậy mà bên cạnh nghiệp ca hát gần 10 năm, Hà Anh Tuấn cũng tiếp nối ba mẹ đi theo con đường kinh doanh.",nhờ mà bên cạnh nghiệp ca hát gần năm hà anh tuấn cũng tiếp nối ba mẹ đi theo con đường kinh doanh,
"Bình thường mình là người rất dễ tính nhưng mà shop làm mình rất bực mình😡
Mình đã liên hệ shop từ trước để nói ra vấn đề của mình là mình cần áo polo màu đỏ(vì khi mua trực tiếp tại shop mình có  thấy) nhưng khi giao lại là màu xanh mint 🙂.
 Mình có thể ok chấp nhận bỏ qua nếu shop cho 1 lời xin",bình thường là người rất dễ tính nhưng mà làm rất bực mình liên hệ từ trước nói ra vấn đề của là cần áo polo màu đỏ vì mua trực tiếp tại có thấy nhưng giao là màu xanh mint có thể ok chấp nhận bỏ qua nếu cho lời xin,slightly_smiling_face pout
Hàng hóa kém chất lượng của tôi rất đến một nơi như trẻ con ấy chất lượng quá kém,hàng kém chất lượng của rất đến một nơi như trẻ con ấy chất lượng quá kém,
Áo đẹp với tầm giá,áo đẹp tầm giá,
"Màu trắng đẹp lắm nha mn <3 mình chưa mua đen nhưng mình nghĩ trắng đẹp hơn =))) tuy nhiên, mũ bị lệch ạ =)) mn nhìn kĩ sẽ thấy lệch ở vành nón, lệch thật chứ k phải do mình chụp lệch đâu nhá =)) săn deal cả ship là 11k. Sẽ ủng hộ thêm.",màu trắng đẹp lắm mọi người chưa mua đen nhưng nghĩ trắng đẹp hơn tuy nhiên mũ lệch mọi người nhìn kĩ sẽ thấy lệch ở vành nón lệch thật chứ không phải do chụp lệch nhá săn deal cả ship là không sẽ ủng hộ thêm,
"Hàng đẹp mặc mát đóng gói đẹp, chắc chắn lần sau sẽ ủng hộ",hàng đẹp mặc mát đóng gói đẹp chắc chắn lần sau sẽ ủng hộ,
"quần đẹp, giá rẻ giao hàng nhanhhhhhhhhjjjjjjjjjjjjjjjjj",quần đẹp giá rẻ giao hàng,
"Tải ngay app Cashbag để được hoàn tiền nhé cả nhà. Nhớ nhập mã VBW6NW9 để nhận ngay 10k vào tài khoản nha.
Đường may đẹp. Chất vải đẹp nhé shop",tải ngay được hoàn tiền nhé cả nhà nhớ nhập mã nhận ngay không vào tài khoản đường may đẹp chất vải đẹp nhé,
Đẹp nghen !!!,đẹp nghen,
"Giao hàng nhanh, cài tóc xinh và chắc chắn, k có hình nên mk lấy tạm của e để quay",giao hàng nhanh cài tóc xinh chắc chắn không có hình nên lấy tạm của e quay,
"Màu k giống hình lắm. Giao hàng nhanh, cũng cute, đóng gói cẩn thận...............",màu không giống hình lắm giao hàng nhanh cũng cute đóng gói cẩn thận,
shop ship đúng màu mình yêu cầu nên rất ưng ý................,ship đúng màu yêu cầu nên rất ưng ý,
Mua màu nâu giao màu đen,mua màu nâu giao màu đen,
Shop tư vấn size M.. hỏi đi hỏi lại.. bh về rộng bụng.. hic.. váy khác còn bóp đc chứ váy da thì lsao -.- eo 66-67 manh dạn chọn size S nhé.. mình mặc rộng eo lắm.. mất dáng,tư vấn size hỏi đi hỏi về rộng bụng váy khác còn bóp được chứ váy da eo manh dạn chọn size s nhé mặc rộng eo lắm mất dáng,
Tư vấn khách sai size.măc như cái mền Nhờ đổi thì shop trả lời cực kỳ thiếu thiện chí. Ko bao giờ quay lại,tư vấn khách sai size như cái mền nhờ đổi trả lời cực kỳ thiếu thiện chí không bao giờ quay,
"Sản phẩm mua của shopee mall mà còn thua cả cái ví 70k mua ở vỉa hè!!!! Ví nam dùng để đựng tiền, giấy tờ nhưng lại nhét chẳng vừa cái CMND với cà vẹt xe!! Cái ngăn kéo khoá thì chẳng nhét vừa tiền. Mua cái ví mà như trưng cho có, phí tiền!!!!",sản phẩm mua của mà còn thua cả cái ví không mua ở vỉa hè ví nam dùng đựng tiền giấy tờ nhưng nhét chẳng vừa cái cà vẹt xe cái ngăn kéo khoá chẳng nhét vừa tiền mua cái ví mà như trưng cho có phí tiền,
